;index;y;x;osmid;ref;highway;lon;lat;geometry;loc_x;loc_y;loc;stop_type_index
126;3924765039;-4293346.13101971;969789.8940389077;3924765039; 1 3 5 6 16 64 67 72 ;tram_stop;144.9636211;-37.8025445;POINT (969789.8940389077 -4293346.13101971);1675.0027638693573;2111.228928915225;{1675.0027638693573,2111.228928915225};0
127;3924765040;-4293633.928598823;969720.6887261518;3924765040; 1 3 5 6 16 64 67 72 ;tram_stop;144.9631258;-37.805167;POINT (969720.6887261518 -4293633.928598823);1605.797451113467;2399.026508028619;{1605.797451113467,2399.026508028619};0
128;3924765041;-4293686.888881414;969711.1405694679;3924765041; 1 3 5 6 16 64 67 72 ;tram_stop;144.9630705;-37.8056471;POINT (969711.1405694679 -4293686.888881414);1596.2492944295518;2451.9867906197906;{1596.2492944295518,2451.9867906197906};0
129;3924911394;-4293930.605842213;969684.1803455475;3924911394; 1 3 5 6 16 64 67 72 ;tram_stop;144.963007;-37.8078432;POINT (969684.1803455475 -4293930.605842213);1569.2890705091413;2695.7037514187396;{1569.2890705091413,2695.7037514187396};0
130;3924911395;-4293972.522302848;969699.1479964488;3924911395; 1 3 5 6 16 64 67 72 ;tram_stop;144.9632166;-37.8082056;POINT (969699.1479964488 -4293972.522302848);1584.2567214104347;2737.62021205388;{1584.2567214104347,2737.62021205388};0
131;3924911396;-4294157.053820992;969745.1939721939;3924911396; 1 3 5 6 16 64 67 72 ;tram_stop;144.9639161;-37.8098165;POINT (969745.1939721939 -4294157.053820992);1630.3026971555082;2922.151730197482;{1630.3026971555082,2922.151730197482};0
132;3924911397;-4294221.088929702;969765.9160585206;3924911397; 1 3 5 6 16 64 67 72 ;tram_stop;144.9642122;-37.8103718;POINT (969765.9160585206 -4294221.088929702);1651.024783482193;2986.1868389071897;{1651.024783482193,2986.1868389071897};0
133;3937111754;-4293950.338937789;970419.8371691994;3937111754; 402 ;bus_stop;144.9713014;-37.8074449;POINT (970419.8371691994 -4293950.338937789);2304.9458941610064;2715.436846994795;{2304.9458941610064,2715.436846994795};1
134;3937113658;-4294225.709969704;969295.8262547895;3937113658; 220 232 234 235 236 237 ;bus_stop;144.9589288;-37.8107799;POINT (969295.8262547895 -4294225.709969704);1180.934979751124;2990.8078789096326;{1180.934979751124,2990.8078789096326};1
135;3937113666;-4294033.760200878;970522.7465982594;3937113666; 302 303 304 305 309 318 350 402 684 905 906 907 908 ;bus_stop;144.9725411;-37.808109;POINT (970522.7465982594 -4294033.760200878);2407.855323221069;2798.858110083267;{2407.855323221069,2798.858110083267};1
136;3937113673;-4294072.727376633;970868.7706686947;3937113673; 11 12 109 ;tram_stop;144.9764717;-37.8081864;POINT (970868.7706686947 -4294072.727376633);2753.879393656389;2837.825285838917;{2753.879393656389,2837.825285838917};0
137;3937113674;-4294077.557548604;970844.593263468;3937113674; 11 12 109 ;tram_stop;144.9762045;-37.8082484;POINT (970844.593263468 -4294077.557548604);2729.701988429646;2842.6554578095675;{2729.701988429646,2842.6554578095675};0
138;3937113675;-4294128.709155012;971071.9594724337;3937113675; 12 109 ;tram_stop;144.9788124;-37.8085272;POINT (971071.9594724337 -4294128.709155012);2957.0681973953033;2893.8070642175153;{2957.0681973953033,2893.8070642175153};0
139;3945796030;-4293604.6627632305;969094.3922083655;3945796030; 58 ;tram_stop;144.9560523;-37.8053945;POINT (969094.3922083655 -4293604.662763231);979.50093332713;2369.760672436096;{979.50093332713,2369.760672436096};0
140;3945796031;-4293635.496135205;969090.5149140154;3945796031; 58 ;tram_stop;144.956039;-37.8056727;POINT (969090.5149140154 -4293635.496135205);975.6236389770638;2400.5940444106236;{975.6236389770638,2400.5940444106236};0
141;3945798980;-4293762.928878306;969397.4848217383;3945798980; 19 57 59 ;tram_stop;144.9596172;-37.8065705;POINT (969397.4848217383 -4293762.928878306);1282.5935466999654;2528.0267875120044;{1282.5935466999654,2528.0267875120044};0
142;3945798981;-4293799.242174472;969410.6589318184;3945798981; 19 57 59 ;tram_stop;144.9598011;-37.8068843;POINT (969410.6589318184 -4293799.242174472);1295.7676567800809;2564.3400836773217;{1295.7676567800809,2564.3400836773217};0
143;3945798996;-4293802.096867826;969048.9011359072;3945798996; 58 ;tram_stop;144.9557347;-37.807192;POINT (969048.9011359072 -4293802.096867826);934.0098608687986;2567.194777031429;{934.0098608687986,2567.194777031429};0
144;3945798997;-4293831.009879337;969045.4851521786;3945798997; 58 ;tram_stop;144.9557247;-37.8074527;POINT (969045.4851521786 -4293831.009879337);930.5938771401998;2596.1077885422856;{930.5938771401998,2596.1077885422856};0
145;3947038081;-4293376.596776819;969146.9446519112;3947038081; 58 ;tram_stop;144.9564192;-37.8033181;POINT (969146.9446519112 -4293376.596776819);1032.053376872791;2141.6946860244498;{1032.053376872791,2141.6946860244498};0
146;3947038082;-4293405.231360812;969143.5528103997;3947038082; 58 ;tram_stop;144.9564092;-37.8035763;POINT (969143.5528103997 -4293405.231360812);1028.661535361316;2170.3292700173333;{1028.661535361316,2170.3292700173333};0
147;3947038085;-4293223.9560618065;969251.583563106;3947038085; 19 59 ;tram_stop;144.9574461;-37.8018742;POINT (969251.583563106 -4293223.956061807);1136.6922880676575;1989.053971012123;{1136.6922880676575,1989.053971012123};0
148;3947038086;-4293288.564106133;969272.3586622903;3947038086; 19 59 ;tram_stop;144.9577433;-37.8024346;POINT (969272.3586622903 -4293288.564106133);1157.4673872519052;2053.6620153384283;{1157.4673872519052,2053.6620153384283};0
149;4061250640;-4293280.133910015;970357.0047370457;4061250640; 250 251 402 ;bus_stop;144.9699349;-37.8015127;POINT (970357.0047370457 -4293280.133910015);2242.1134620073717;2045.2318192208186;{2242.1134620073717,2045.2318192208186};1
150;4061250642;-4292317.262972653;970552.4831763479;4061250642; 250 251 ;bus_stop;144.9711857;-37.7927666;POINT (970552.4831763479 -4292317.262972653);2437.5919013095554;1082.3608818585053;{2437.5919013095554,1082.3608818585053};1
151;4061250648;-4291955.760261397;970655.9152654267;4061250648; 250 251 ;bus_stop;144.9719931;-37.7894594;POINT (970655.9152654267 -4291955.760261397);2541.0239903883776;720.8581706024706;{2541.0239903883776,720.8581706024706};1
152;4061250662;-4293192.105592354;970352.7502865527;4061250662; 250 251 ;bus_stop;144.9698004;-37.8007304;POINT (970352.7502865527 -4293192.105592354);2237.859011514345;1957.203501559794;{2237.859011514345,1957.203501559794};1
153;4061250667;-4293587.923923374;970289.4041633174;4061250667; 250 251 402 ;bus_stop;144.9694775;-37.8043124;POINT (970289.4041633174 -4293587.923923374);2174.512888279045;2353.021832579747;{2174.512888279045,2353.021832579747};1
154;4061250669;-4292656.9523267755;970496.3900545234;4061250669; 250 251 ;bus_stop;144.9708892;-37.7958421;POINT (970496.3900545234 -4292656.952326776);2381.498779485002;1422.0502359811217;{2381.498779485002,1422.0502359811217};1
155;4061250674;-4292094.218678421;970627.5509660352;4061250674; 250 251 ;bus_stop;144.9718104;-37.7907173;POINT (970627.5509660352 -4292094.218678421);2512.659690996865;859.316587626934;{2512.659690996865,859.316587626934};1
156;4061250677;-4294265.199653341;970182.2551417783;4061250677; 250 251 302 303 304 305 309 318 350 905 906 907 ;bus_stop;144.9689389;-37.8104404;POINT (970182.2551417783 -4294265.199653341);2067.3638667399064;3030.297562547028;{2067.3638667399064,3030.297562547028};1
157;4061250681;-4291401.973169534;970780.4522141103;4061250681; 250 251 ;bus_stop;144.9728485;-37.7844195;POINT (970780.4522141103 -4291401.973169534);2665.560939071933;167.071078739129;{2665.560939071933,167.071078739129};1
158;4070546384;-4292982.759509524;969078.1105865855;4070546384; 58 59 ;tram_stop;144.9552578;-37.7998569;POINT (969078.1105865855 -4292982.759509524);963.2193115471164;1747.8574187299237;{963.2193115471164,1747.8574187299237};0
159;4070546385;-4293010.331014586;969105.6360672822;4070546385; 58 59 ;tram_stop;144.9555945;-37.8000815;POINT (969105.6360672822 -4293010.331014586);990.744792243815;1775.4289237912744;{990.744792243815,1775.4289237912744};0
160;4294470715;-4291504.033046498;971132.2474559002;4294470715; 504 ;bus_stop;144.9769052;-37.7850555;POINT (971132.2474559002 -4291504.033046498);3017.356180861825;269.13095570355654;{3017.356180861825,269.13095570355654};1
161;4294470718;-4291514.0208302075;971121.2979732376;4294470718; 504 ;bus_stop;144.9767919;-37.7851532;POINT (971121.2979732376 -4291514.020830208);3006.406698199222;279.1187394130975;{3006.406698199222,279.1187394130975};1
162;4294470721;-4292379.612233496;970883.1766728697;4294470721; 546 ;bus_stop;144.9749663;-37.7930647;POINT (970883.1766728697 -4292379.612233496);2768.2853978313506;1144.7101427018642;{2768.2853978313506,1144.7101427018642};1
163;4294470724;-4292923.844745565;970783.7013485214;4294470724; 200 207 ;bus_stop;144.9743834;-37.7979996;POINT (970783.7013485214 -4292923.844745565);2668.810073483037;1688.942654770799;{2668.810073483037,1688.942654770799};1
164;4308263749;-4292884.218465743;970445.567671373;4308263749; 250 251 ;bus_stop;144.9705413;-37.7979101;POINT (970445.567671373 -4292884.218465743);2330.6763963346602;1649.3163749482483;{2330.6763963346602,1649.3163749482483};1
165;4308263767;-4292862.461077419;970430.6144234663;4308263767; 250 251 ;bus_stop;144.9703517;-37.7977276;POINT (970430.6144234663 -4292862.461077419);2315.7231484279037;1627.5589866247028;{2315.7231484279037,1627.5589866247028};1
166;4326397420;-4291359.002610648;969563.3249726683;4326397420; 505 ;bus_stop;144.9591186;-37.7849863;POINT (969563.3249726683 -4291359.002610648);1448.4336976299528;124.10051985364407;{1448.4336976299528,124.10051985364407};1
167;4326397423;-4291388.774874868;969600.9054165083;4326397423; 250 251 ;bus_stop;144.9595705;-37.7852227;POINT (969600.9054165083 -4291388.774874868);1486.014141469961;153.87278407346457;{1486.014141469961,153.87278407346457};1
168;4326586138;-4292124.825570957;969461.5349874051;4326586138; 505 ;bus_stop;144.9587268;-37.7919008;POINT (969461.5349874051 -4292124.825570957);1346.6437123666983;889.923480162397;{1346.6437123666983,889.923480162397};1
169;4326586140;-4292511.843815941;969348.524728532;4326586140; 505 ;bus_stop;144.9578363;-37.7954431;POINT (969348.5247285319 -4292511.843815941);1233.6334534935886;1276.9417251469567;{1233.6334534935886,1276.9417251469567};1
170;4326586142;-4292759.154192656;969301.5043334665;4326586142; 505 ;bus_stop;144.9575506;-37.797687;POINT (969301.5043334665 -4292759.154192656);1186.6130584281636;1524.2521018618718;{1186.6130584281636,1524.2521018618718};1
171;4326586152;-4292105.123641618;969427.0067527478;4326586152; 505 ;bus_stop;144.9583191;-37.7917519;POINT (969427.0067527478 -4292105.123641618);1312.115477709449;870.2215508231893;{1312.115477709449,870.2215508231893};1
172;4326586155;-4292552.478462941;969385.5161796919;4326586155; 505 546 ;bus_stop;144.9582923;-37.7957769;POINT (969385.5161796919 -4292552.478462941);1270.6249046535231;1317.5763721466064;{1270.6249046535231,1317.5763721466064};1
173;4460254012;-4292781.14523496;968345.6707603314;4460254012; 402 ;bus_stop;144.9468215;-37.7986286;POINT (968345.6707603314 -4292781.14523496);230.77948529308196;1546.2431441657245;{230.77948529308196,1546.2431441657245};1
174;4460254018;-4293010.865039322;968238.9351633827;4460254018; 57 ;tram_stop;144.9458466;-37.800762;POINT (968238.9351633827 -4293010.865039322);124.04388834431302;1775.962948527187;{124.04388834431302,1775.962948527187};0
175;4460254019;-4293039.252690803;968235.5406233403;4460254019; 57 ;tram_stop;144.9458363;-37.801018;POINT (968235.5406233403 -4293039.252690803);120.64934830192942;1804.3506000088528;{120.64934830192942,1804.3506000088528};0
176;4460254020;-4292715.123369657;968854.3500706775;4460254020; 58 59 ;tram_stop;144.952478;-37.7976428;POINT (968854.3500706775 -4292715.123369657);739.4587956391042;1480.2212788630277;{739.4587956391042,1480.2212788630277};0
177;4460254021;-4292698.447945965;968844.8267344271;4460254021; 58 59 ;tram_stop;144.9523545;-37.7975014;POINT (968844.8267344271 -4292698.447945965);729.9354593887692;1463.5458551710472;{729.9354593887692,1463.5458551710472};0
178;4460254023;-4292703.133433429;968309.9405366697;4460254023; 57 ;tram_stop;144.946343;-37.7979602;POINT (968309.9405366697 -4292703.133433429);195.04926163132768;1468.2313426341861;{195.04926163132768,1468.2313426341861};0
179;4460254024;-4292731.147329684;968306.6318404251;4460254024; 57 ;tram_stop;144.9463333;-37.7982128;POINT (968306.6318404251 -4292731.147329684);191.7405653867172;1496.24523888994;{191.7405653867172,1496.24523888994};0
180;4460254030;-4292279.445463248;968410.7864456906;4460254030; 57 ;tram_stop;144.9470611;-37.7941002;POINT (968410.7864456906 -4292279.445463248);295.89517065219115;1044.5433724531904;{295.89517065219115,1044.5433724531904};0
181;4520380558;-4291995.014779806;968641.3651838939;4520380558; 58 ;tram_stop;144.949375;-37.7913819;POINT (968641.3651838939 -4291995.014779806);526.4739088555798;760.1126890117303;{526.4739088555798,760.1126890117303};0
182;4520380560;-4291998.7893964695;968635.1937814346;4520380560; 58 ;tram_stop;144.9493093;-37.7914204;POINT (968635.1937814346 -4291998.789396469);520.3025063961977;763.8873056750745;{520.3025063961977,763.8873056750745};0
183;4520380561;-4291625.9547874415;968703.4249368128;4520380561; 58 ;tram_stop;144.9497104;-37.7880396;POINT (968703.4249368128 -4291625.954787442);588.5336617744761;391.0526966471225;{588.5336617744761,391.0526966471225};0
184;4520380562;-4291599.85964254;968696.4924734951;4520380562; 58 ;tram_stop;144.9496068;-37.7878121;POINT (968696.4924734951 -4291599.85964254);581.6011984567158;364.95755174569786;{581.6011984567158,364.95755174569786};0
185;4520380563;-4291231.298369438;968656.3314554113;4520380563; 58 ;tram_stop;144.9487931;-37.7845539;POINT (968656.3314554113 -4291231.298369438);541.4401803729124;-3.6037213560193777;{541.4401803729124,-3.6037213560193777};0
186;5634119531;-4293064.356928999;969661.8395163638;5634119531; 402 ;bus_stop;144.9619036;-37.8001297;POINT (969661.8395163638 -4293064.356928999);1546.9482413254445;1829.4548382041976;{1546.9482413254445,1829.4548382041976};1
187;5847413067;-4293123.182856375;969935.1089088274;5847413067; 402 ;bus_stop;144.9650351;-37.8004414;POINT (969935.1089088274 -4293123.182856375);1820.217633789056;1888.2807655809447;{1820.217633789056,1888.2807655809447};1
188;5847413068;-4293133.415631004;969886.0792791959;5847413068; 402 ;bus_stop;144.9644937;-37.800571;POINT (969886.0792791959 -4293133.415631004);1771.188004157506;1898.513540209271;{1771.188004157506,1898.513540209271};1
189;5847413069;-4292174.622554931;969591.149127115;5847413069; 546 ;bus_stop;144.9602335;-37.7922441;POINT (969591.149127115 -4292174.622554931);1476.2578520766692;939.7204641364515;{1476.2578520766692,939.7204641364515};1
190;5938036777;-4294207.863358483;970303.5262371316;5938036777; 302 303 304 309 906 ;bus_stop;144.9702466;-37.809834;POINT (970303.5262371316 -4294207.863358483);2188.6349620932015;2972.9612676883116;{2188.6349620932015,2972.9612676883116};1
191;5957906911;-4293309.017762947;970737.6840410976;5957906911; 96 ;tram_stop;144.9742451;-37.8014731;POINT (970737.6840410976 -4293309.017762947);2622.792766059283;2074.1156721524894;{2622.792766059283,2074.1156721524894};0
192;5957906912;-4293354.673281086;970735.1984242647;5957906912; 96 ;tram_stop;144.9742621;-37.8018825;POINT (970735.1984242647 -4293354.673281086);2620.3071492263116;2119.7711902912706;{2620.3071492263116,2119.7711902912706};0
193;6167122339;-4293861.483122524;970226.641542901;6167122339; 402 ;bus_stop;144.9690408;-37.8068028;POINT (970226.6415429011 -4293861.483122524);2111.7502678626915;2626.581031729467;{2111.7502678626915,2626.581031729467};1
194;6167153089;-4294205.901057198;970397.2293028412;6167153089; 302 303 304 309 906 ;bus_stop;144.9712987;-37.8097433;POINT (970397.2293028412 -4294205.901057198);2282.338027802878;2970.9989664033055;{2282.338027802878,2970.9989664033055};1
195;6167489394;-4294070.1840446815;969034.2181676053;6167489394; 220 232 234 235 546 ;bus_stop;144.9558331;-37.809596;POINT (969034.2181676053 -4294070.184044681);919.3268925669836;2835.2819538870826;{919.3268925669836,2835.2819538870826};1
196;6167489395;-4294043.256197911;969015.0936395718;6167489395; 220 ;bus_stop;144.9555915;-37.8093706;POINT (969015.0936395718 -4294043.256197911);900.2023645334411;2808.354107116349;{900.2023645334411,2808.354107116349};1
197;6585713280;-4292870.327190291;968680.4082926695;6585713280; 402 ;bus_stop;144.9506741;-37.7991636;POINT (968680.4082926695 -4292870.327190291);565.517017631093;1635.4250994967297;{565.517017631093,1635.4250994967297};1
198;6758200722;-4294167.59587172;969978.4326240149;6758200722; 200 207 ;bus_stop;144.9665501;-37.8097285;POINT (969978.4326240149 -4294167.59587172);1863.5413489765488;2932.693780926056;{1863.5413489765488,2932.693780926056};1
199;6758200723;-4293917.033161371;969919.7286683662;6758200723; 200 207 ;bus_stop;144.9656432;-37.8075382;POINT (969919.7286683662 -4293917.033161371);1804.837393327849;2682.131070576608;{1804.837393327849,2682.131070576608};1
200;6775928326;-4292796.529990138;970226.1016319611;6775928326; 200 207 ;bus_stop;144.9679866;-37.7972989;POINT (970226.1016319611 -4292796.529990138);2111.210356922704;1561.6278993431479;{2111.210356922704,1561.6278993431479};1
201;6775928328;-4292817.7873101365;970420.7518412105;6775928328; 200 207 ;bus_stop;144.9701968;-37.7973366;POINT (970420.7518412105 -4292817.787310136);2305.8605661721667;1582.8852193420753;{2305.8605661721667,1582.8852193420753};1
202;6775928330;-4292855.564922074;970487.1426396074;6775928330; 200 207 ;bus_stop;144.9709807;-37.7976219;POINT (970487.1426396074 -4292855.564922074);2372.2513645690633;1620.6628312794492;{2372.2513645690633,1620.6628312794492};1
203;6829037545;-4293020.054515147;969081.8926280581;6829037545; 402 ;bus_stop;144.955337;-37.8001868;POINT (969081.8926280581 -4293020.054515147);967.001353019732;1785.1524243522435;{967.001353019732,1785.1524243522435};1
204;6845677535;-4294088.982822132;970198.2262004616;6845677535; 250 251 ;bus_stop;144.9689451;-37.8088553;POINT (970198.2262004616 -4294088.982822132);2083.33492542326;2854.08073133789;{2083.33492542326,2854.08073133789};1
205;7204980225;-4291425.486040241;970793.3240214845;7204980225; 504 ;bus_stop;144.9730164;-37.7846193;POINT (970793.3240214845 -4291425.486040241);2678.4327464461094;190.58394944667816;{2678.4327464461094,190.58394944667816};1
206;7204980226;-4291441.977557285;970798.5584401329;7204980226; 504 ;bus_stop;144.9730915;-37.7847624;POINT (970798.5584401329 -4291441.977557285);2683.667165094521;207.07546649035066;{2683.667165094521,207.07546649035066};1
207;7204980227;-4291443.263193682;970750.143431094;7204980227; 250 251 ;bus_stop;144.9725483;-37.7848117;POINT (970750.143431094 -4291443.263193682);2635.252156055649;208.3611028874293;{2635.252156055649,208.3611028874293};1
208;7205004569;-4291485.794321094;970993.8189185814;7205004569; 504 ;bus_stop;144.9753305;-37.7850009;POINT (970993.8189185814 -4291485.794321094);2878.927643542993;250.89223029930145;{2878.927643542993,250.89223029930145};1
209;7205004570;-4291460.066583523;970947.5911577854;7205004570; 504 ;bus_stop;144.9747853;-37.7848074;POINT (970947.5911577854 -4291460.066583523);2832.6998827470234;225.16449272818863;{2832.6998827470234,225.16449272818863};1
210;7237611835;-4292562.841197299;970495.459818462;7237611835; 250 251 ;bus_stop;144.9707861;-37.7950029;POINT (970495.459818462 -4292562.841197299);2380.5685434236657;1327.9391065044329;{2380.5685434236657,1327.9391065044329};1
211;7237611836;-4292426.181203167;970551.1837457729;7237611836; 250 251 ;bus_stop;144.9712783;-37.7937397;POINT (970551.1837457729 -4292426.181203167);2436.2924707345665;1191.2791123725474;{2436.2924707345665,1191.2791123725474};1
212;7237611837;-4291939.012534022;970638.5394685225;7237611837; 250 251 ;bus_stop;144.9717812;-37.7893235;POINT (970638.5394685225 -4291939.012534022);2523.648193484172;704.1104432279244;{2523.648193484172,704.1104432279244};1
213;7237611838;-4291726.430502818;970710.2136106085;7237611838; 250 251 ;bus_stop;144.972378;-37.7873702;POINT (970710.2136106085 -4291726.430502818);2595.3223355701193;491.5284120235592;{2595.3223355701193,491.5284120235592};1
214;7237790413;-4293230.820415357;970311.7989252987;7237790413; 402 ;bus_stop;144.9693779;-37.8011079;POINT (970311.7989252987 -4293230.820415357);2196.907650260371;1995.918324562721;{2196.907650260371,1995.918324562721};1
215;7248901076;-4293636.862331331;970251.8270271554;7248901076; 250 251 402 ;bus_stop;144.969103;-37.8047785;POINT (970251.8270271554 -4293636.862331331);2136.935752117075;2401.9602405363694;{2136.935752117075,2401.9602405363694};1
216;7248901077;-4293873.351788289;970200.6748163655;7248901077; 250 251 402 ;bus_stop;144.9687604;-37.806929;POINT (970200.6748163655 -4293873.351788289);2085.7835413271096;2638.449697494507;{2085.7835413271096,2638.449697494507};1
217;7250045399;-4292151.438258402;970588.2298652476;7250045399; 250 251 ;bus_stop;144.9714245;-37.7912587;POINT (970588.2298652476 -4292151.438258402);2473.338590209256;916.5361676076427;{2473.338590209256,916.5361676076427};1
218;7250045400;-4291768.272884381;970676.7363640864;7250045400; 250 251 ;bus_stop;144.9720427;-37.7877698;POINT (970676.7363640864 -4291768.272884381);2561.845089048031;533.3707935865968;{2561.845089048031,533.3707935865968};1
219;7252659668;-4292934.454820888;969105.0215050181;7252659668; 402 ;bus_stop;144.955513;-37.7994048;POINT (969105.0215050181 -4292934.454820888);990.1302299797535;1699.5527300937101;{990.1302299797535,1699.5527300937101};1
220;7254028674;-4293172.146278003;970058.4345799028;7254028674; 402 ;bus_stop;144.9664704;-37.8007821;POINT (970058.4345799028 -4293172.146278003);1943.5433048644336;1937.2441872088239;{1943.5433048644336,1937.2441872088239};1
221;7254028679;-4293153.965674293;970067.8400914087;7254028679; 402 ;bus_stop;144.9665583;-37.8006125;POINT (970067.8400914087 -4293153.965674293);1952.9488163703354;1919.0635834988207;{1952.9488163703354,1919.0635834988207};1
222;7260797490;-4292300.912253549;970532.2189895081;7260797490; 546 ;bus_stop;144.9709417;-37.7926365;POINT (970532.2189895081 -4292300.912253549);2417.3277144697495;1066.0101627549157;{2417.3277144697495,1066.0101627549157};1
