;index;y;x;osmid;ref;highway;lon;lat;geometry;loc_x;loc_y;loc;stop_type_index
18;1877472375;-4293059.683990728;969638.3853220743;1877472375; 546 ;bus_stop;144.9616352;-37.8001063;POINT (969638.3853220743 -4293059.683990728);1523.4940470359288;1824.7818999337032;{1523.4940470359288,1824.7818999337032};1
19;2021079560;-4292867.4470524;969328.5439874945;2021079560; 505 546 ;bus_stop;144.9579612;-37.7986324;POINT (969328.5439874945 -4292867.4470524);1213.6527124561835;1632.544961605221;{1213.6527124561835,1632.544961605221};1
20;2025654000;-4292970.0278546065;970133.0365695284;2025654000; 202 207 ;bus_stop;144.9671106;-37.79892;POINT (970133.0365695284 -4292970.027854607);2018.1452944900375;1735.1257638121024;{2018.1452944900375,1735.1257638121024};1
21;2025654004;-4292978.786743149;970157.0758792522;2025654004; 200 207 955 966 ;bus_stop;144.9673896;-37.7989794;POINT (970157.0758792522 -4292978.786743149);2042.1846042138059;1743.8846523547545;{2042.1846042138059,1743.8846523547545};1
22;2025664562;-4293440.782139083;970028.1849724173;2025664562; 200 207 ;bus_stop;144.9663945;-37.8032032;POINT (970028.1849724173 -4293440.782139083);1913.2936973789474;2205.8800482889637;{1913.2936973789474,2205.8800482889637};1
23;2025664568;-4293211.60098792;970080.4903238161;2025664568; 200 207 ;bus_stop;144.9667573;-37.801117;POINT (970080.4903238161 -4293211.60098792);1965.5990487777162;1976.6988971251994;{1965.5990487777162,1976.6988971251994};1
24;2025664574;-4293377.701235714;970064.4649883646;2025664574; 200 207 955 966 ;bus_stop;144.9667405;-37.8026119;POINT (970064.4649883646 -4293377.701235714);1949.5737133262446;2142.7991449199617;{1949.5737133262446,2142.7991449199617};1
25;2025671038;-4293595.073925828;970015.8781114825;2025671038; 200 207 ;bus_stop;144.9664079;-37.8045898;POINT (970015.8781114825 -4293595.073925828);1900.9868364441209;2360.171835033223;{1900.9868364441209,2360.171835033223};1
26;2025671040;-4293651.556775845;969978.2024341755;2025671040; 200 207 ;bus_stop;144.9660397;-37.8051233;POINT (969978.2024341755 -4293651.556775845);1863.3111591371708;2416.654685050249;{1863.3111591371708,2416.654685050249};1
27;2025676692;-4293835.1515274765;969962.4434867942;2025676692; 200 207 ;bus_stop;144.9660431;-37.8067741;POINT (969962.4434867942 -4293835.151527476);1847.5522117558867;2600.24943668209;{1847.5522117558867,2600.24943668209};1
28;2027246640;-4294126.847693889;970929.6672374163;2027246640; 302 303 304 305 309 318 350 905 906 907 908 ;bus_stop;144.97721;-37.8086218;POINT (970929.6672374163 -4294126.847693889);2814.7759623778984;2891.945603094995;{2814.7759623778984,2891.945603094995};1
29;2189290913;-4294050.388168;968999.8997695623;2189290913; 58 ;tram_stop;144.9554276;-37.8094461;POINT (968999.8997695623 -4294050.388168);885.008494523936;2815.486077205278;{885.008494523936,2815.486077205278};0
30;2189352736;-4294116.45309861;971035.5254316555;2189352736; 12 109 ;tram_stop;144.9783905;-37.8084463;POINT (971035.5254316555 -4294116.45309861);2920.634156617103;2881.5510078156367;{2920.634156617103,2881.5510078156367};0
31;2189382615;-4294078.674530998;970867.4586806424;2189382615; 11 12 109 ;tram_stop;144.9764628;-37.8082405;POINT (970867.4586806424 -4294078.674530998);2752.567405604059;2843.7724402034655;{2752.567405604059,2843.7724402034655};0
32;2190619723;-4294212.569636068;969518.598499463;2190619723; 19 57 59 ;tram_stop;144.9614218;-37.8104888;POINT (969518.5984994631 -4294212.569636068);1403.7072244246956;2977.6675452739;{1403.7072244246956,2977.6675452739};0
33;2190624239;-4294193.609775254;969496.4227308366;2190624239; 12 30 35 ;tram_stop;144.9611537;-37.8103369;POINT (969496.4227308366 -4294193.609775254);1381.531455798191;2958.7076844591647;{1381.531455798191,2958.7076844591647};0
34;2190624240;-4294186.396443634;969533.3596937436;2190624240; 12 30 35 ;tram_stop;144.9615621;-37.8102437;POINT (969533.3596937436 -4294186.396443634);1418.4684187052771;2951.494352839887;{1418.4684187052771,2951.494352839887};0
